,country,year,gdp,fdi,remit(% of gdp),gdp growth (annual %),own_acount ,tcr,lend_rate,m2,credit_priv,trade,iso,region,income group,gov_stab,corup,inf,p_gap,ka_open,fd,clusters
49,Angola,2004,40661029539.4454,9.32924342764495,,10.9500000059465,,,82.3341666666667,13.553648470679,,103.579947051466,AGO,Sub-Saharan Africa,Lower middle income,10,2,43.525,16.549760000000003,0.16350177,0.10773509740829468,1
50,Angola,2003,36648066279.645,20.0810141699561,,2.99000000000001,,,96.115,13.508367118858,,103.901229551372,AGO,Sub-Saharan Africa,Lower middle income,9.75,2,98.219,17.22612,0.16350177,0.10386060178279877,1
51,Angola,2002,35584101640.5913,11.4061900735364,,13.6656887608562,,,97.3358333333333,16.0498827420693,,105.301592311218,AGO,Sub-Saharan Africa,Lower middle income,9.625,2,108.893,16.18178,0.16350177,0.10166987031698227,1
52,Angola,2001,31305930600.9727,24.0091170615715,,4.2059985561951,,,95.9665608333333,21.1357136613316,,150.335794690093,AGO,Sub-Saharan Africa,Lower middle income,10.75,2,152.586,17.11435,0.16350177,0.09370968490839005,1
53,Angola,2000,30042349802.0514,9.62386631013722,,3.05462423430785,,,103.160174166667,17.2805558862873,,152.547109454858,AGO,Sub-Saharan Africa,Lower middle income,11,2,325.029,16.402679999999997,0.16350177,0.09343796223402023,1
54,Angola,1999,29151869724.6872,40.1672509619126,,2.18148971840458,,,80.2966666666667,22.8493546482441,,,AGO,Sub-Saharan Africa,Lower middle income,10.583333333333334,2,248.248,16.348900000000004,0.16350177,0.11345180124044418,1
55,Angola,1998,28529501580.986,17.1215906483088,,4.69114645093552,,,45.0,24.4370429180687,,,AGO,Sub-Saharan Africa,Lower middle income,10.25,2,107.429,16.131700000000002,0.16350177,0.191913902759552,1
56,Angola,1997,27251112007.2188,5.38231807584834,,7.27427735460373,,,37.75,22.6154835724704,,,AGO,Sub-Saharan Africa,Lower middle income,8.916666666666666,2.3333333333333335,221.492,16.401870000000002,0.16350177,0.18271350860595703,1
57,Angola,1996,25403211915.5071,2.39899396705538,0.0683190922557101,13.5443697551026,,,217.875,27.5775740909858,,,AGO,Sub-Saharan Africa,Lower middle income,7.833333333333333,3,,17.18417,0.16350177,0.16311301290988922,1
58,Angola,1995,22372938411.9159,8.52948883994992,,15.0000000288634,,,206.25,36.4871300806511,,,AGO,Sub-Saharan Africa,Lower middle income,5.666666666666667,3,,19.28785,0.0,0.15536847710609436,1
59,Angola,1994,19454729048.957,3.83703655802979,,1.33936343647991,,,,,,,AGO,Sub-Saharan Africa,Lower middle income,5,3,949.771,21.86683,0.0,0.0,1
60,Angola,1993,19197603368.7555,5.2368632542517,,-23.9834174420578,,,,,,,AGO,Sub-Saharan Africa,Lower middle income,4.583333333333333,3,,21.39541,0.0,0.00020324219076428562,1
61,Angola,1992,25254494115.3102,3.46608752793541,,-5.83828073313141,,,,,,,AGO,Sub-Saharan Africa,Lower middle income,4.166666666666667,3,299.097,14.7984,,0.0,1
62,Angola,1991,26820340911.2945,6.26663053571429,,0.991359302044742,,,,,,,AGO,Sub-Saharan Africa,Lower middle income,6,3,85.265,13.21604,,0.0,1
63,Angola,1990,26557064977.2921,-2.98162799823655,,-3.45009868500253,,,,,,,AGO,Sub-Saharan Africa,Lower middle income,6,3,1.833,12.837939999999998,,0.0,1
64,Albania,2021,13582023423.9986,6.67506922810655,9.41247018966721,8.51550112324915,42.59,,6.02166666666667,,,74.5356647297781,ALB,Europe & Central Asia,Upper middle income,,,,,,,2
65,Albania,2020,12516205780.1976,7.06948409749964,9.6880793570049,-3.48163037314293,,,6.12083333333333,88.6205305748275,37.9912990460779,59.9517494831703,ALB,Europe & Central Asia,Upper middle income,,,1.621,,0.16350177,0.19431984424591064,2
66,Albania,2019,12967692915.4374,7.7979181413124,9.56257905392494,2.08806337615015,,,6.27583333333333,77.9394365407651,34.1269383246214,76.2791946200238,ALB,Europe & Central Asia,Upper middle income,,,1.411,0.1299118,0.4170004,0.1913769245147705,2
67,Albania,2018,12702457551.4349,7.94635135089316,9.62106402112092,4.01935968514439,,,5.9325,77.2350496202491,32.9857997355902,76.8081181330347,ALB,Europe & Central Asia,Upper middle income,7.208333333333333,2.5,2.029,0.157467,0.4170004,0.18538889288902283,2
68,Albania,2017,12211628287.161,7.85547051565549,10.0756815175386,3.80222740040676,42.04,,6.22,81.703420189663,34.7578375236513,78.1942739956599,ALB,Europe & Central Asia,Upper middle income,7.208333333333333,2.5,1.985,0.193475,0.4170004,0.19318178296089172,2
69,Albania,2016,11764322012.1433,8.80509197849022,11.010767760015,3.31498068384137,,,6.73416666666667,85.8049588483096,36.5990006785223,74.809862823171,ALB,Europe & Central Asia,Upper middle income,7.291666666666667,2.5,1.287,0.1276257,0.4170004,0.19411984086036682,2
70,Albania,2015,11386850129.8411,8.69053621980382,11.3364406607153,2.21872637517804,,,7.8775,84.7921679249979,37.1507412126006,71.801006339647,ALB,Europe & Central Asia,Upper middle income,7.333333333333333,2.5,1.868,0.09927901,0.4170004,0.19425123929977417,2
71,Albania,2014,11139690870.3865,8.69303872198522,10.7423012378312,1.77444885260394,42.52,,7.9725,85.6508075295366,39.2616784878667,75.4078455964825,ALB,Europe & Central Asia,Upper middle income,8.208333333333334,2.1666666666666665,1.613,0.2119192999999999,0.4170004,0.20100271701812744,2
72,Albania,2013,10945469119.1889,9.81628764801144,10.0330775681989,1.00201754071108,,,9.8266043443155,85.106288419788,39.7865440804969,75.8737138467897,ALB,Europe & Central Asia,Upper middle income,7.166666666666667,2,1.925,0.2079484999999999,0.4170004,0.1990898847579956,2
73,Albania,2012,10836881664.049,7.45135722825391,11.5242861713935,1.4172427999078,,,10.8803465425902,84.2887701256967,40.8045831076808,76.5102006210933,ALB,Europe & Central Asia,Upper middle income,5.708333333333333,2,2.036,0.1691009,0.4170004,0.1993636041879654,2
74,Albania,2011,10685442992.5982,8.13533347464313,12.0402363301909,2.54540614450104,33.66,,12.4320985987679,82.2797364957128,41.1536869937844,81.218568933066,ALB,Europe & Central Asia,Upper middle income,5.708333333333333,2,3.443,0.1386151,0.4170004,0.19883814454078674,2
75,Albania,2010,10420206418.1606,9.13813414575857,13.3024611134389,3.70693815255319,,,12.8223298853561,79.0774778263132,39.0828637762627,76.5433902447878,ALB,Europe & Central Asia,Upper middle income,7.291666666666667,1.9166666666666667,3.615,0.1147719,0.4170004,0.1974734365940094,2
76,Albania,2009,10047742806.5926,11.1706408928228,14.2616102272524,3.35428934987461,,,12.6609351537225,76.1817094662639,38.2134448059932,75.0949144008056,ALB,Europe & Central Asia,Upper middle income,7.958333333333333,1.5,2.231,0.08667354,0.16350177,0.19293898344039917,2
77,Albania,2008,9721650518.61472,9.68207039380729,14.4828069702933,7.50004143020151,,,13.0196427128802,75.4805325555486,,77.4517514962857,ALB,Europe & Central Asia,Upper middle income,7.75,1.5,3.31,0.0513416399999999,0.16350177,0.1927638053894043,2
78,Albania,2007,9043392345.97121,6.10898006747451,13.7489503937742,5.98325951855567,,,14.0996227871662,78.4658756659569,,83.2020801053931,ALB,Europe & Central Asia,Upper middle income,7.958333333333333,1,2.96,0.0711021,0.16350177,0.1610177457332611,2
79,Albania,2006,8532849798.21543,3.65485220012029,15.2816567157736,5.90265903591924,,,12.9399428618515,76.3656780122259,,74.2670902393052,ALB,Europe & Central Asia,Upper middle income,8.5,1,2.37,0.1020261,0.16350177,0.13836856186389923,2
80,Albania,2005,8057257368.12833,3.25976919303765,16.0170459151736,5.52642424695465,,,13.075,71.4176324482325,,70.8723467754672,ALB,Europe & Central Asia,Upper middle income,7.416666666666667,1.8333333333333333,2.363,0.131144,0.4170004,0.12921032309532166,2
81,Albania,2004,7635298386.75535,4.75017450889019,16.1548067697706,5.51466791097914,,,11.7615218344487,68.2203666875648,,67.0471873068205,ALB,Europe & Central Asia,Upper middle income,7.375,2,2.867,0.1664386,0.4170004,0.11167572438716888,2
82,Albania,2003,7236243583.8751,3.17270817814522,15.8379965268343,5.52863746491788,,,14.2708333333333,65.4423141253721,,67.0205610427628,ALB,Europe & Central Asia,Upper middle income,9.166666666666666,2,2.363,0.1914692999999999,0.4170004,0.10885971039533615,2
83,Albania,2002,6857137320.92933,3.10482707446756,16.8711703482753,4.53652416035675,,,15.3041666666667,66.8522792044418,,68.5250682234387,ALB,Europe & Central Asia,Upper middle income,9,2,5.202,0.2614352,0.4170004,0.11066066473722458,2
84,Albania,2001,6559561240.44323,5.28543275433979,17.8297304636267,8.29331263121023,,,19.6541666666667,69.8224660901217,,66.4910240323437,ALB,Europe & Central Asia,Upper middle income,9.458333333333334,2,3.12,0.3470241,0.4170004,0.10718778520822525,2
85,Albania,2000,6057217275.07,4.10877595525929,17.1764074549231,6.94621659244254,,,22.1025,65.4631703175784,,63.454073132628,ALB,Europe & Central Asia,Upper middle income,9.333333333333334,2,0.039,0.4152617,0.4170004,0.09819116443395615,2
86,Albania,1999,5663797624.70068,1.28264133419298,12.6769794000821,12.8908036407763,,,21.615,66.0222149082269,,51.0110303565873,ALB,Europe & Central Asia,Upper middle income,9.416666666666666,2.3333333333333335,0.389,0.5457823,0.4170004,0.10106736421585083,2
87,Albania,1998,5017058468.9282,1.76789579262462,19.801532657049,8.82942375839806,,,,62.2390091672556,,48.1375348189415,ALB,Europe & Central Asia,Upper middle income,9.75,3,20.646,0.6169935,0.4170004,0.09477981925010681,2
88,Albania,1997,4610020246.05598,2.1031528051092,13.2963534184062,-10.9199840781391,,,32.7083333333333,59.9252695246949,,45.4255562530936,ALB,Europe & Central Asia,Upper middle income,8.083333333333334,2.25,33.167,0.4395523,0.4170004,0.10701556503772736,2
89,Albania,1996,5175145287.46805,2.81594061771928,17.2175547869206,9.09999943646361,,,23.9583333333333,46.2233706883918,,44.895444716607,ALB,Europe & Central Asia,Upper middle income,8.333333333333334,2.75,12.734,0.1398565,0.4170004,0.09167495369911194,2
90,Albania,1995,4743487914.02322,2.92548596657615,17.8580021931142,13.322333321684,,,19.65,48.4436391664471,,47.6105948729712,ALB,Europe & Central Asia,Upper middle income,5.583333333333333,3.8333333333333335,7.794,0.2270354,0.4170004,0.1105053573846817,2
91,Albania,1994,4185836785.19754,2.81772280812469,16.3268429127376,8.30286659699671,,,23.6666666666667,39.7649557954901,,53.1025847356112,ALB,Europe & Central Asia,Upper middle income,6.25,4,22.565,0.4876899,,0.11543142795562744,2
92,Albania,1993,3864936281.67144,4.89321210624299,28.0094210219427,9.5594116849315,,,29.5833333333333,,,80.518332770413,ALB,Europe & Central Asia,Upper middle income,5.75,4,85.005,0.7729191,,0.13480138778686523,2
93,Albania,1992,3527708137.74186,3.06666159864896,23.2759615337456,-7.18711091500037,,,20.5833333333333,,,108.785472241159,ALB,Europe & Central Asia,Upper middle income,4.166666666666667,3.25,225.996,1.235144,,0.13850688934326172,2
94,Albania,1991,3800881722.9158,0.0,,-28.0021416559099,,,1.0,,,36.0705200632829,ALB,Europe & Central Asia,Upper middle income,3.4166666666666665,4,35.717,0.8931756,,0.0,2
95,Albania,1990,5279159422.70218,0.0,,-9.57564016993415,,,1.0,,,39.4369634031142,ALB,Europe & Central Asia,Upper middle income,5.166666666666667,4,-0.18,0.1529462999999999,,0.0,2
96,Argentina,2021,568142562825.363,1.39202962208735,0.18709779212539,10.3982494646904,69.56,,35.5583333333333,,,32.97948188967,ARG,Latin America & Caribbean,Upper middle income,,,,,,,1
97,Argentina,2020,514630046744.607,1.2249432125131,0.168859323682241,-9.94323513446069,,,29.3875,,,30.2197998857878,ARG,Latin America & Caribbean,Upper middle income,,,42.015,,0.2833138,0.31438562273979187,1
98,Argentina,2019,571450737224.442,1.48500712244788,0.125380829847712,-2.00086100285785,,,67.2541666666667,,,32.6306150458499,ARG,Latin America & Caribbean,Upper middle income,,,53.548,,0.2833138,0.2761527895927429,1
99,Argentina,2018,583118120294.002,2.232532212602,0.0995468463330137,-2.61739646282038,,,48.5166666666667,,,30.7625359549926,ARG,Latin America & Caribbean,Upper middle income,6.125,2,34.277,,0.820282,0.3157159984111786,1
100,Argentina,2017,598790850843.677,1.78936428458758,0.0745674463680268,2.81850297775918,46.47,,26.5808333333333,28.4289395061119,15.9584973420583,25.2896011376779,ARG,Latin America & Caribbean,Upper middle income,7.333333333333333,2,25.675,,0.7603759,0.3276485800743103,1
101,Argentina,2016,582376550428.09,0.584749931723909,0.0702344413905104,-2.08032784377811,,,31.2325,28.3138847636905,13.6676334273514,26.0938878488799,ARG,Latin America & Caribbean,Upper middle income,7.375,2,,,0.16350177,0.30731916427612305,1
102,Argentina,2015,594749285413.212,1.97713461784426,0.0831331023452092,2.73115982828944,,,24.9158333333333,27.64080836914,14.4142330417064,22.4862260889792,ARG,Latin America & Caribbean,Upper middle income,7.125,2,,,0.0,0.288196861743927,1
103,Argentina,2014,578937574935.696,0.962406650325519,0.0960152008279335,-2.51261532081394,49.46,,24.0091666666667,25.7525433121082,13.8237692455151,28.4067936452275,ARG,Latin America & Caribbean,Upper middle income,5.333333333333333,2,,,0.0,0.3015514612197876,1
104,Argentina,2013,593858966307.156,1.77920553648531,0.0969166746867399,2.40532378079436,,,17.1491666666667,27.1268661534912,15.7290920133564,29.3339290021037,ARG,Latin America & Caribbean,Upper middle income,5.083333333333333,2,10.619,,0.0,0.30019673705101013,1
105,Argentina,2012,579910247223.428,2.80667189982932,0.105778682207302,-1.0264204544321,,,14.0608333333333,27.094656616163,15.2128150156924,30.5265423717108,ARG,Latin America & Caribbean,Upper middle income,7.333333333333333,2.1666666666666665,10.043,,0.0,0.27539098262786865,1
106,Argentina,2011,585924294024.785,2.04464008003071,0.131540527110554,6.00395169280579,34.61,,14.0875,24.3288225735623,14.0087151168124,35.2061549999644,ARG,Latin America & Caribbean,Upper middle income,7.375,2.5,9.775,,0.25349867,0.27294063568115234,1
107,Argentina,2010,552738161802.463,2.67516171886537,0.152091367663287,10.1253981561002,,,10.5575,25.3131020043081,12.6901062454749,34.9710132635696,ARG,Latin America & Caribbean,Upper middle income,5.666666666666667,2.5,10.461,,0.25349867,0.265089750289917,1
108,Argentina,2009,501917060966.235,1.20643922647566,0.188764794272549,-5.91852507634947,,,,25.3227384656624,12.4162075416805,34.0571269054879,ARG,Latin America & Caribbean,Upper middle income,5.875,2.5,6.27,,0.25349867,0.30835291743278503,1
109,Argentina,2008,533491913656.279,2.68990096507093,0.195029381449765,4.05723310346406,,,,23.4936731580619,12.313946714342,40.4026733790382,ARG,Latin America & Caribbean,Upper middle income,7.166666666666667,2.5,8.585,,0.25349867,0.34426432847976685,1
110,Argentina,2007,512690850741.56,2.25129423568361,0.210933764847302,9.00765087504757,,,,27.8643164271472,13.0985413493544,40.945170618571,ARG,Latin America & Caribbean,Upper middle income,9.833333333333334,2.5,8.83,,0.25349867,0.33323782682418823,1
111,Argentina,2006,470325565798.353,2.38106854489628,0.232474118424109,8.04715150043027,,,,28.0496119297007,11.9102616607561,40.4334798719151,ARG,Latin America & Caribbean,Upper middle income,10.166666666666666,2.5,10.898,,0.25349867,0.33445513248443604,1
112,Argentina,2005,435296589745.339,2.64935441452167,0.217417890692876,8.85165992013437,,,,28.6633102803828,10.6534929189359,40.5512709706238,ARG,Latin America & Caribbean,Upper middle income,8.541666666666666,2.5,9.642,,0.4170004,0.31665244698524475,1
113,Argentina,2004,399898899166.738,2.5050175164097,0.189350126740114,9.02957330068152,,,,28.3256464652642,9.68251819633223,40.692646108947,ARG,Latin America & Caribbean,Upper middle income,8.625,2.5,4.416,,0.4170004,0.2893332540988922,1
114,Argentina,2003,366780211148.674,1.29481086883944,0.214300874545602,8.83704079576924,,,,30.1040572265399,10.7627059172487,40.6447480311085,ARG,Latin America & Caribbean,Upper middle income,6.833333333333333,2.4166666666666665,13.443,,0.4170004,0.2789677381515503,1
115,Argentina,2002,336999433710.193,2.19895819502207,0.211442420500352,-10.8944848285903,,,,27.9270695501951,15.3318584042485,41.7527243585642,ARG,Latin America & Caribbean,Upper middle income,5.333333333333333,2.0416666666666665,25.869,,0.16350177,0.286056250333786,1
116,Argentina,2001,378202665751.853,0.806164134759348,0.0705628184933387,-4.40883968258557,,,,27.1392515912455,20.833574652466,21.8522554515453,ARG,Latin America & Caribbean,Upper middle income,8.208333333333334,2.9166666666666665,-1.065,,0.16350177,0.26356300711631775,1
117,Argentina,2000,395646066535.875,3.66579059535379,0.030380900529948,-0.78899893905691,,,,31.8486210586349,23.8947336198062,22.6224447777343,ARG,Latin America & Caribbean,Upper middle income,10.333333333333334,3,-0.939,,0.7603759,0.2975462079048157,1
118,Argentina,1999,398792535409.293,8.46058217133806,0.0226789361004222,-3.38545704063269,,,,31.44367758524,24.8933437498898,21.3827449624898,ARG,Latin America & Caribbean,Upper middle income,10,2.0833333333333335,-1.167,,0.820282,0.2945874333381653,1
119,Argentina,1998,412766570325.764,2.43876896154487,0.0229136648232595,3.85017885156228,,,,28.650684859336,24.1532987732827,23.3500279730689,ARG,Latin America & Caribbean,Upper middle income,9.333333333333334,2,0.925,,0.880188,0.3638116419315338,1
120,Argentina,1997,397463514160.866,3.12787793868196,0.0224340040770473,8.1110467707457,,,,26.4701846280975,21.9334587634322,23.3361788437439,ARG,Latin America & Caribbean,Upper middle income,7.583333333333333,2,,,0.940094,0.38015633821487427,1
121,Argentina,1996,367643757074.802,2.55320340608332,0.0238839095020297,5.52668982715234,,,,22.6904801492561,20.1870018252819,21.5064684057215,ARG,Latin America & Caribbean,Upper middle income,7.666666666666667,3,,,0.6865953,0.37579992413520813,1
122,Argentina,1995,348389357874.283,2.17392758974997,0.0246481295421978,-2.84520961057079,,,,20.1412713745498,19.9606075608912,19.7714230903755,ARG,Latin America & Caribbean,Upper middle income,7.5,3,,,0.880188,0.37268808484077454,1
123,Argentina,1994,358592053441.545,1.411953029158,0.0242386581455873,5.83620070368526,,,,20.7702889993785,20.280577998757,18.1343458669981,ARG,Latin America & Caribbean,Upper middle income,7.666666666666667,3,,,0.820282,0.3926789164543152,1
124,Argentina,1993,338817957426.035,1.17980281165114,0.0243725533357484,8.20697907221228,,,,19.2186233404674,18.2846049267413,16.223151447784,ARG,Latin America & Caribbean,Upper middle income,6.25,3.25,,,0.7603759,0.37068673968315125,1
125,Argentina,1992,313120244489.89,1.93671240172489,0.00673110393705629,7.93729155643076,,,,13.6914371927742,15.4453354474077,14.730980586353,ARG,Latin America & Caribbean,Upper middle income,6.416666666666667,4,,,0.16350177,0.34255239367485046,1
126,Argentina,1991,290094591011.844,1.28557885422783,0.0100780109769259,9.13311056738961,,,,10.5567775609245,12.5872034907184,13.7530541588891,ARG,Latin America & Caribbean,Upper middle income,5.583333333333333,4,,,0.16350177,0.21804575622081757,1
127,Argentina,1990,265817211205.311,1.2988816648031,0.0161582012085703,-2.46721377810472,,,,11.4810946772859,15.6016948142115,14.9908589999441,ARG,Latin America & Caribbean,Upper middle income,4.583333333333333,4,,,0.16350177,0.20572833716869354,1
